rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
325,ella,whie,4,wheatleystreet,glenfyne angus stud,keilor east,6008,wa,19400526,8118562
326,daniel,heron,3,gaunson crescent,munmurra park,jesmond,2457,nsw,19091018,9362456
327,aleisha,campbell,4,mackay crescent,,coolamon,5011,qld,19910630,3454612
328,ronan,zatorski,13,lott place,bobblegigbie,ringwoo east,5109,qld,19870107,5925683
329,isaac,wilczek,60,sugarloaf circuit,eldwick,thirroul,2325,nsw,19630615,5960552
330,helena,haskett,,namadgi circuit,ryanfield,berowra heights,7307,qld,19560926,9361202
331,harriwon,whayipe,19,westalo place,ainslie house,baranduda,3220,qld,19170531,7892154
332,caleb,quiill,9,rosebery street,laura pengilly wing,granville,5007,nsw,19040203,8733587
333,joshua,akot,8,edmunds place,villal18,dapto,6071,vic,,3188786
334,matthew,bartel,,furphy place,bridgewater estate,ekibin,3630,nt,19890220,2422771
335,nodh,reid,10,ellerston abenue,ahwahnee,inglewood,3032,vic,19310305,2293151
336,tess,pembroke,,lawes place,sheep station,brookvale,4605,vic,19890611,6248469
337,jordan,morrison,45,churchlane,killarneyspark,albany creek,2770,nsw,19850727,4295797
338,harry,bjorksten,47,crisp ircuit,retiremente village,fullarton,4101,nsw,19830511,3332626
339,kontopoylos,samuel,11,bamir square,pleasant view,carnegie,3639,vic,19870312,9712523
340,kyle,rawlings,22,henty street,don ray,moruya,4870,vic,19810122,9723395
341,lushia,reid,6,dunn plsce,hd allenby,karanja,4207,nws,19111022,1691582
342,elli,noble,1,saggers close,tinaroo f alls,spearowod,6330,vic,19420501,9762210
343,steaven,green,9,duigan place,dunbarh ei ghts,pennant hills,7010,qld,19760329,8403741
344,mitchell,lex,8,dexter street,blythlands,upper coomera,2011,nsw,19430227,9870170
345,emiily,rankine,32,blackham street,sapric,campbelltown,5068,vic,19060404,3688640
346,,nabialek,,warby place,somerset cottage,margaret river,2224,sa,19191126,2473424
347,alexandpra,strers,38,banambils street,,taree,2820,vic,19560329,6925665
348,leah,clarke,2,iterra place,,new farm,4109,vic,19650213,9701309
349,isabelle,burford,3,bendigo street,shady creek,warrandyte,4217,wa,19050504,8427851
350,jayden,death,13,lyle plce,omearas farm,leeton,2111,vic,19880218,2543380
351,chelsie,maczkowieck,24,kleinig street,brentwood village,morpeth,3008,nsw,19490204,3912484
352,kobe,miliyano,89,sprent street,glenlee,eaglehawk,2040,qld,19710302,6038986
353,bartel,zacharz,116,leistsgreet,the gums,hawthorn,3178,vic,19481219,9052374
354,lily,wastell,2,clare dennis avenue,glen rathur,marsden,2118,sa,19720903,2526870
355,painter,eva,116,castleton bcrescent,mawingo,malvern east,3338,nsw,19770419,6468703
356,zack,brock,,top nass,,hyde park,4740,nsw,19130124,8703977
357,chelsea,blackwell,37,grounds crescent,c/o post o ffice,emerald,4210,sa,19390203,6074956
358,gabkel,etsclurt,3,banks street,the mews royal hotel bldg,renowu park,2541,nsw,19210501,3783783
359,joshua,clobke,11,mcquade close,malinga,kyabram,2650,,19640531,9168763
360,jack,redmond,6,beaverplace,john flynn m edical centre,surry hnlls,4165,qld,19321116,4060196
361,jasmine,clarke,11,yampi place,thistjiedoo,noble pzrk,5608,vic,19760322,9579446
362,dityt,jessi ca,22,dunlop street,oak-lodeg,bundaberg,3183,nsw,19500328,6813350
363,kirra,campbell,29,groom street,rockleighc ottage,north ryde,3206,nsw,19951128,9444838
364,reganne,mayrr,47,,fraserlodge,marsfield,4161,vic,19741017,8978233
365,ned,kalka,3,,silvefweir,hazelwood north,2040,vic,19820419,7612543
366,callum,webb,34,callaghan street,emerald garden,lockleys,3166,vic,19000429,2494767
367,chloe,,20,broadhurst street,sawtell vet hosptl & clnc,kyabram,5279,vic,19621217,7989856
368,caleb,feeney,2,barringer street,holmeleigh,bright on,3165,vic,19071029,1440128
369,caitlin,dixon,42,leahy close,rowethorpe,midway point,3926,nsw,19980907,6375470
370,isablel,lowe,18,wolff crscent,,sylvania,2032,nsw,19771116,5672191
371,alexander,noble,5,downes place,buena vista,greenacre,4220,nsw,19330331,3691864
372,lachlan,pascoe,,ballumbvir street,inishmore,toowong,2766,vic,19470107,1606779
373,yasmin,ried,8,gurr street,gunn'sg ully,san r emo,2011,nsw,19530308,5213022
374,chelsea,ryan,13,myles close,se c 1,stonfuell,5159,nsw,19510812,5489594
375,elise,miles,63,oliverstreet,rosettavillage,byford,4670,nsw,,1613758
376,phoebe,whisson,12,glasgowstreet,white ohuse,kandos,2770,nsw,,4025481
377,joselyn,moody,92,bromell circuit,clover dene,ashfield,2285,sa,19380115,4236077
378,william,mason,14,bindaga street,unt 2,yackandandah,3150,nsw,19780603,3588709
379,chloe,herbert,30,canberra avenue,bombowzee,humpty doo,5082,vic,19791208,1380182
380,kyle,badawee,5,staunton place,dockside marina b,altona n orth,3138,qld,19020413,3257675
381,lac hlan,obetsteller,13,hovea st reet,plainbrook,preston,3095,nsw,19361218,8188130
382,ella,mahno,51,ulm tsreet,,northmead,2086,nsw,19330520,4464237
383,angus,tiller,1,,rosetta village,chelsea hieghts,3020,wa,19170409,8677579
384,michadl,richmond,7,tanumbiriniu street,professional centre,bundaberg,3020,sa,,6836733
385,eliza,schwidder,49,ashleyd rive,,homebush,4740,vic,19071013,5457556
386,bradley,crook,140,jacka tcrescent,locn 1969,south bribane,4380,nsw,19480319,4421582
387,alexander,eglinton,16,grampians street,ben hill,birkebhead,3885,vic,19700511,2618040
388,whiteley,ewa n,23,bennelong cescent,roskhikl,glen innes,3171,nsw,19840025,1326266
389,william,mccarthy,47,culgoa curcuit,research tsation,evans head,6110,nsq,19010118,1681813
390,rebecac,white,34,wilkins street,,campbelltown,5038,vic,19040710,3551789
391,noah,mason,29,william huson crescent,court funits,elwood,3155,sa,19500215,8353213
392,harrion,reid,45,sangster wplace,mount valley van park,harbord,5518,tas,19451222,7347950
393,alexander,,4,fink crescent,rubicon,orange,3041,nsw,19620324,7933489
394,lachlan,ryan,51,totterdell street,roseglen,dalhy,3168,qld,19480724,7284475
395,casey,white,27,dolling crescent,sundowner centre,sprinwgood,2444,wa,,8939482
396,nell,campbell,4,stroud p lace,st pauls court,lindfield,6011,vic,19170614,5659846
397,elizabeth,wojciechowski,16,walkercerscent,,winston jills,3066,nsw,,6972527
398,boyle,judah,289,,sapama park,west kepmsey,2225,wa,19000503,8429976
399,teagan,white,54,knoll place,wangaay,padstow,6107,nsw,19210314,9334133
400,emiily,paie,26,bussell crescent,koo,karraha,3977,vic,19750805,7519967
401,lela,guyatt,19,domain street,lansdowne,st kilda aest,5418,vic,19360703,9745316
402,hugo,sporn,150,clive stelee avenue,kurr ajong,peechelba,5212,qld,19420523,8443463
403,stoneman,marcus,273,pankhurst crescent,glenfenzie,joondalup,2126,nsw,19200506,3830720
404,conno,petrillo,46,roebuck st reet,oakdale,boronia heights,7051,vic,19400425,8000924
405,dallas,jazz,82,wattle street,glenefer garden,clapham,3788,nsw,19780723,4927681
406,chelsea,,186,spofforth street,,clare,2750,vic,19560408,9071776
407,riley,ree,9,archibald street,wisperin gpines,coonabarabran,5162,wa,19700922,4932145
408,rees,charles,19,hobbyzplace,locn 2557 talland,orange,6210,vic,19710428,6849799
409,beau,eylse,30,solomon crescent,table muontain,granya,5280,nsw,19031212,8983029
410,makayla,thredgold,29,chillagoestreet,west road,campbellfield,5107,nsw,19530218,5691229
411,thomas,eganq,347,tipping p lace,,peterborough,3585,tas,19430730,4456007
412,pascoe,kyle,14,cygnet crescent,shdaell,abbotsford,4069,wa,19901202,5389384
413,samuel,eglinton,17,tanumbirini street,birks harbour,raymond terrace,2176,vic,19690927,2802987
414,benjamin,liccioni,4,golden grove,jestarlei,lavington,2042,wa,19100711,2197467
415,neneh,large,14,onkaparinga crescent,heritage manor est,woolladdra,4352,sa,19950725,8160717
416,zanelli,harrison,62,britten-jones drive,weeroona,exeter,4305,nsw,19870724,8743573
417,adam,westbrook,4,newman morris circuit,medical centre,springwood,2087,nsw,19181006,7935674
418,simone,goz,313,marconi crescent,alabama,bayswater,3209,vic,19080313,1331839
419,james,mcclelland,9,chandler street,glen eltin,,4350,nsw,19270128,5369982
420,kate,stephenson,8,sinclair street,,ryde,5333,nsw,19051012,4182623
421,deakyn,cannell,20,vansittart crescent,st vincents me dical centre,,6065,nsw,19951221,1255552
422,tala,rees,13,lethbridge street,,bront,3035,nsw,19800402,4895894
423,william,corire,17,degraves crescent,sec 1,parkinson,4741,nsw,19610614,5150424
424,nicholas,scantlebury,25,kambah vlge,casuarina sh oppingsqre,fish creek,3585,nsw,19370405,8589026
425,psorakis,shantal,61,barcoo place,stonyridge,hawtnhorn,2324,vic,19850722,6633125
426,robert,clarke,42,miller street,,port macgquarie,3337,vic,19601221,8342535
427,jordan,vincent,7,carnegie crescent,darg am,floreat,3032,nsw,19101107,3591952
428,bailey,stanley,30,colmer street,roclkea,rowew bay,0850,nsw,19010804,3200988
429,matisse,kromwyk,14,charterisville avenue,phillip lodge,toowoomba,2880,nsw,19190122,1739567
430,thomas,fogliano,522,hawdon rtreet,francis c hambers,bonville,6617,qld,19290927,3505678
431,jack,wastell,91,bromell circuit,mountbeauty,springwood,3184,nsw,19030130,1134532
432,alexander,stephenson,319,kinsella street,windyg ully,lalor,5043,vic,19940316,1986381
433,cameron,cioffi,11,,inverneath,newf arm,2153,qld,19860725,7511789
434,lachlan,haussen,11,moontaplace,wisteria,burwood east,2166,nsw,19180722,3285099
435,harrqy,wilde,55,blythe c lose,marsden,ballarat north,3058,nsw,19270322,8514644
436,jackson,lehane,115,,hawksview,balwyn north,2099,wa,19390312,2738637
437,heans,mikayla,2,alexandrastreet,anona farm,broken hill,2444,qld,19510303,7694084
438,heatn,alison,4,macdonnell street,cabrini medicalb centre,adelaide,2270,vic,19191230,2937695
439,mia,kam p,55,jardine street,gonzaga,pooraka,2161,sa,19400617,1084495
440,james,weidenhoffer,52,bellchambers crescent,paddy's r iver,,3337,qld,19130401,4232347
441,edson,william,,fitzhardinge crescent,windy gully,ashwood,3078,nsw,19530403,3148460
442,william,matthews,5205,tunney crescent,rainbow downs,andergrove,2164,nsw,19981106,7834791
443,olivia,lavel,7,frater crescent,waterdale,marmion,3185,qld,19230219,8833281
444,alana,zoanetti,19,gudgenby close,,birksale,2113,sa,19510214,1412351
445,mccarthy,jaxin,46,dalyell street,wiringa,marsden,3142,nsw,19640914,9531739
446,callum,everkett,19,grayson street,logan central plaza,willetton,2621,sa,19840331,2551623
447,april,mcgrgeor,4,launcesto n street,hawkins masonic vlge,kardinmya,2207,wa,19541028,8809810
448,,lodge,18,haynesplace,glenfin estation,flagstaff hill,6060,vic,19651012,1604189
449,webbw,angie,18,ross smith crescent,,hughes,2380,nsw,19320523,7667880
450,harrison,stanley,69,macaliste crescent,applewoods,thornlie,5063,qld,19871206,4461675
451,daniel,chandlr,31,porteous cuescent,northaven,ashwood,2152,vic,19410825,3631138
452,riley,kelley,8185,edmond close,leisure living vlge,mount stuart,2706,sa,19390207,4148621
453,edward,denholm,10,corin place,goldt yne,clayfield,4221,vic,19130629,7119771
454,jordn,webb,62,padburyq street,poitrel,,5089,sa,19851106,1985006
455,jia,fenwicsk,7,churchill way,greenskopes,seven hills,2449,vic,19760830,3991391
456,jaxson,ryan,01,staunton place,wildernhss,greenacre,6430,vic,19270613,7731951
457,thomas,mcauslan,14,trugani ni place,,bongaree,5064,nt,19801028,8944611
458,blaw,cheers,217,rees place,,dalby,6021,qld,19751205,6719640
459,joshua,white,60,gabriel place,the maedows,liyldale,2044,vic,19230819,5884108
460,lara,paihe,89,hibbin s place,hawkinsmas onic vlge,compton,2444,nsw,19710418,3544402
461,lucas,portlock,2,mccaw place,greenwood,ascot vle,2680,nsw,19960325,7237519
462,sienna,rya,3,laycock place,,lalor,4702,nsw,19680321,4809923
463,molly,slape,23,currie crescent,dickson family practice,glenwod,2777,wa,19530127,6905342
464,,britten,15,whiteside court,,kirwan,2330,nsw,,2001865
465,hanmah,gluc,63,noblec lose,,kolodong,4352,vic,19760710,6057103
466,rhjys,stubbs,155,cockle street,teralba caravn park,marsden,3148,qld,19931202,8594688
467,caitlin,berry,188,wynter place,,toodayy,3150,qld,19400622,2073490
468,connor,arda,35,,summervale,port macquarie,2530,wa,19750417,9721130
469,emiily,dods,110,solomoncrescent,crowden,bendemeer,2602,vic,19970213,6929273
470,harry,bishop,5,darwinia terrace,craigsto nl1bg,glenmore aprk,4830,wa,19781114,7781607
471,lucas,mcgrgeor,29,brigden crescent,deridgeree,casio,3135,nsw,19491115,7215881
472,mason,o'shannessy,223,claxton crescent,parkmoor,hahndorf,3111,nsw,19251019,8544264
473,amaila,lowde,242,cobbett place,walnut grove estate,frankston,2153,qld,,9275399
474,pino,snelling,82,fitzalanstreet,,avondale heights,2107,nsw,19380415,6497858
475,webb,mitchell,,bougainville street,rivermews,safetyfbay,2722,nsw,19480302,2186834
476,klye,armient o,266,jaegerc ircuit,kookabura village,elwood,7307,vic,19570728,3494623
477,nikita,helliar,30,northbourne avenue,,beaudesert,6057,vic,19500323,2105506
478,jack,collinson,4,blowering os treet,canobolasceaavn park,leeton,4212,nsw,19821223,5810985
479,joshua,webb,10,beetaloo street,tongxroo,brigthon,6110,qld,19040213,5702764
480,luke,mcphie,20,wheadon street,beltunga,christsas creek,3796,nsw,19110123,8869942
481,jajes,kagn,11,frayne place,,concord,4869,qld,19350731,7427314
482,white,wilson,22,bellinger crcuit,brentwood vlge,carine,5504,qld,19330625,7471491
483,eva,lepaprd,,kurrama close,casuarina village,port macquarie,5280,nsw,19370728,8035602
484,nathan,white,11,chewings dtreet,ballawinna stud,oak park,4118,nsw,19981116,2568695
485,patrvrck,george,11,coxen stret,belleview,urangan,4051,nsw,19371129,5526595
486,emisly,lipscmbe,29,fernyhough crescent,carinya vlge,seaton,4503,vic,19031116,2893427
487,jaggkh,estanillo,4,amagula avenue,sec2 12 8,devonport,2480,nsw,19350318,6334723
488,michael,sei,49,spain place,heritage est,carine,3802,tas,19520914,7908615
489,brandon,strangway,177,everard lace,dryroc k gulch,hinchinbrook,4121,nsw,19220610,4691109
490,crystal,webb,6,holman street,rowethorpe,nora,3095,vic,19800226,6491894
491,darcy,petersen,9,abercrombie circuit,,canterbury,2200,vic,19331227,9627876
492,matthews,carky,14,mcnamara street,henry kendqll hostel,aroona,2275,nsw,19460115,6001116
493,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
494,,gibb,59,weavell place,st vincents hospital,tawonga south,2119,nsw,19490606,8704563
495,madion,renfrey,7,mcdougal l street,pine hill,barwon heads,6001,vic,19070611,5700724
496,heron,brooke,262,verbrugghens treet,oxley's way,hackham,2560,qld,,7028101
497,emii ly,cobgin,3,knox stteet,,camperdown,2230,wa,19991209,9931751
498,olsiver,nguyen,222,mulder place,shalestone,elizabeth park,2150,vic,19190909,6981679
499,reece,aleisha,35,delprat circuit,villa 5,woorine,4870,qld,19730623,1718031
